214649; 00:10:30; 228; 276.0; 14306852.0
0; 2981; 214; 1705; 18245; 25012; 28232; 1157; 1; 5174; 00:12:54; 315; 280.0; 14306852.0
0; 2989; 230; 1691; 18251; 25339; 28601; 1121; 1; 4451; 00:15:18; 401; 280.0; 14306852.0
0; 2989; 217; 1721; 18392; 25266; 27799; 1186; 1; 4414; 00:17:41; 486; 280.0; 14306852.0
0; 2989; 223; 1682; 18411; 24547; 28159; 1140; 1; 5162; 00:20:06; 573; 280.0; 14306852.0
0; 2988; 219; 1687; 19128; 24965; 28129; 1159; 1; 5057; 00:22:31; 659; 280.0; 14306852.0
0; 2986; 220; 1676; 18362; 24780; 27835; 1164; 1; 5095; 00:24:54; 745; 280.0; 14306852.0
0; 2984; 219; 1689; 19007; 25179; 27863; 1124; 1; 5134; 00:27:16; 832; 280.0; 14306852.0
0; 2986; 231; 1704; 18431; 24344; 28272; 1147; 1; 5176; 00:29:41; 918; 280.0; 14306852.0
0; 2987; 221; 1682; 18366; 24794; 28292; 1180; 2; 5083; 00:32:05; 1004; 280.0; 14306852.0
0; 2988; 217; 1705; 19485; 25445; 28288; 1142; 1; 4390; 00:34:28; 1091; 280.0; 14306852.0
