151011; 00:07:14; 164; 282.0; 11572020.0
0; 822; 239; 2323; 19340; 26237; 27748; 1025; 1; 4426; 00:09:30; 251; 282.0; 13348068.0
0; 806; 240; 2249; 18514; 25303; 27874; 1290; 1; 5154; 00:11:50; 342; 282.0; 13745328.0
0; 796; 250; 2452; 18527; 24321; 27616; 1039; 1; 5150; 00:14:09; 427; 282.0; 13932204.0
0; 803; 241; 2254; 18831; 25599; 28604; 4988; 1; 4426; 00:16:43; 535; 282.0; 16728592.0
0; 796; 246; 2381; 18518; 24506; 28306; 1067; 1; 5135; 00:19:02; 621; 282.0; 16758036.0
0; 798; 248; 2326; 19163; 25292; 28149; 1316; 1; 4560; 00:21:26; 712; 282.0; 16758036.0
0; 807; 248; 2499; 19446; 25198; 28041; 1041; 1; 5215; 00:23:47; 800; 282.0; 16852824.0
0; 800; 254; 2369; 19247; 26310; 28681; 1285; 1; 4459; 00:26:10; 893; 282.0; 16975808.0
0; 804; 251; 2512; 18416; 24161; 27424; 1029; 1; 5118; 00:28:32; 978; 282.0; 17052700.0
0; 815; 243; 2372; 19600; 26513; 28769; 1342; 1; 4553; 00:30:55; 1072; 282.0; 17296992.0
