80769; 00:01:02; 143; 230.0; 1901708.0
0; 3558; 3040; 4330; 37072; 0; 90041; 2261; 4; 9291; 00:04:27; 309; 230.0; 11306972.0
0; 1934; 380; 3784; 36690; 0; 90014; 2026; 3; 9125; 00:06:55; 464; 230.0; 11712924.0
0; 1337; 297; 3871; 37420; 0; 85854; 2062; 15; 9288; 00:09:22; 615; 230.0; 11920780.0
0; 1292; 301; 3861; 35562; 0; 81108; 2058; 23; 9259; 00:11:44; 760; 230.0; 12130076.0
0; 1334; 307; 3840; 37080; 0; 79202; 2252; 28; 9291; 00:14:13; 906; 230.0; 12165716.0
0; 1304; 317; 3888; 36682; 0; 89718; 2037; 22; 9174; 00:16:35; 1061; 230.0; 12479364.0
0; 1334; 306; 3812; 37558; 0; 87487; 2052; 4; 8675; 00:19:09; 1213; 230.0; 12805424.0
0; 1322; 297; 3889; 37109; 0; 78164; 2139; 12; 9633; 00:21:30; 1356; 230.0; 12805424.0
0; 1280; 317; 3924; 37724; 0; 79677; 2068; 17; 9553; 00:23:50; 1503; 230.0; 12824596.0
0; 1306; 310; 3748; 36946; 0; 111583; 2171; 14; 10360; 00:26:37; 1690; 230.0; 12898024.0
